15.0,14.411479,13.867016,13.360232,12.88404,12.430693,11.992414,11.562674,11.137779,10.717909,10.307094,9.910395,9.526668,9.1522455,8.788224,8.434325,8.0887575,7.7481847,7.4076505,7.0603952,6.697439,6.314769,5.9084883,5.472983,5.0
15.0,14.417422,13.879334,13.3796425,12.911194,12.465624,12.033877,11.607826,11.182755,10.758854,10.341193,9.93697,9.546467,9.166135,8.797354,8.439835,8.091645,7.7492647,7.407558,7.059612,6.696324,6.3136206,5.9075446,5.472434,5.0
15.0,14.428875,13.903257,13.417809,12.96547,12.536731,12.119645,11.701997,11.276564,10.843558,10.410577,9.989805,9.584897,9.192511,8.814267,8.449691,8.096474,7.750681,7.406802,7.057614,6.6937714,6.311094,5.9055066,5.4712596,5.0
15.0,14.444819,13.937013,13.472864,13.046148,12.646185,12.255975,11.853952,11.427945,10.978236,10.517538,10.067886,9.638949,9.228242,8.83613,8.461529,8.101361,7.750978,7.404278,7.053572,6.689165,6.306749,5.9020863,5.469312,5.0
15.0,14.46339,13.97711,13.540488,13.150074,12.795884,12.454119,12.079892,11.6530285,11.173905,10.663451,10.167327,9.703209,9.268016,8.858435,8.471763,8.103544,7.748064,7.398418,7.0463223,6.6816473,6.2999797,5.8968916,5.4663935,5.0
15.0,14.481631,14.0175495,13.611904,13.267775,12.983159,12.734722,12.408468,11.980373,11.450904,10.845035,10.277772,9.767574,9.303573,8.874872,8.475682,8.099532,7.739358,7.3873186,7.034465,6.670199,6.2900763,5.889468,5.4622765,5.0
15.0,14.4955845,14.049553,13.671803,13.375963,13.184254,13.143145,12.888885,12.459091,11.854303,11.03801,10.375153,9.815351,9.323606,8.877698,8.467854,8.08543,7.7220325,7.3689146,7.0164886,6.653745,6.2763104,5.8793626,5.456737,5.0
15.0,14.501154,14.063274,13.699792,13.430021,13.28475,13.314717,13.094834,12.662805,12.019208,11.127549,10.414261,9.824904,9.315753,8.859085,8.442936,8.057426,7.693321,7.3411903,6.9908915,6.6312814,6.258037,5.866192,5.449596,5.0
15.0,14.495758,14.0526,13.684069,13.409581,13.260005,13.286141,13.062931,12.628085,11.982177,11.0887165,10.374231,9.783332,9.271722,8.813309,8.396681,8.012294,7.6508193,7.3024154,6.956418,6.6020484,6.234822,5.8497324,5.440761,5.0
15.0,14.479277,14.017298,13.624303,13.314228,13.109549,13.056912,12.792664,12.354428,11.742695,10.920911,10.254143,9.6891365,9.189502,8.737889,8.326396,7.947569,7.5926247,7.251342,6.912434,6.56574,6.2065854,5.8300138,5.430279,5.0
